doc_id,document
01goni72,"Abstract In this study, we aimed at analyzing the associations between transmission of and deaths caused by SARS-CoV-2 and meteorological variables, such as average temperature, minimum temperature, maximum temperature, and precipitation. Two outcome measures were considered, with the first aiming to study SARS-CoV-2 infections and the second aiming to study COVID-19 mortality. Daily data as well as data on SARS-CoV-2 infections and COVID-19 mortality obtained between December 1, 2019 and March 28, 2020 were collected from weather stations around the world. The country's population density and time of exposure to the disease were used as control variables. Finally, a month dummy variable was added. Daily data by country were analyzed using the panel data model. An increase in the average daily temperature by one degree Fahrenheit reduced the number of cases by approximately 6.4 cases/day. There was a negative correlation between the average temperature per country and the number of cases of SARS-CoV-2 infections. This association remained strong even with the incorporation of additional variables and controls (maximum temperature, average temperature, minimum temperature, and precipitation) and fixed country effects. There was a positive correlation between precipitation and SARS-CoV-2 transmission. Countries with higher rainfall measurements showed an increase in disease transmission. For each average inch/day, there was an increase of 56.01 cases/day. COVID-19 mortality showed no significant association with temperature."
1jeat383,"Abstract To warrant potential clinical testing, the equine anti-SARS–CoV F(ab′)2 requires evaluation in as many animal models as possible and a safety test in a primate model. In this study, we evaluated the pharmacokinetics, tolerance and immunity of this kind of antibody in macaques and rats. Results showed that the F(ab′)2 fragments had a normal metabolism in injected animals. The general physiological indexes did not differ between animals injected with anti-SARS–CoV F(ab′)2 or saline. However, a mild inflammatory response in local injection site and a moderate immune response against this antibody in the successively injected animals were observed, which however recovered 3 weeks after the last injection. The antibody titring from 1:100 to 400 against the equine anti-SARS–CoV F(ab′)2 in the inoculated hosts could be detected at week 2 during the successive injections of the equine F(ab′)2. The considerable safety of this antibody used in primates and the fact that the immune system of the host can be motivated by post-injection of the F(ab′)2 indicate that this type of anti-SARS–CoV antibody can be used for prevention and treatment of SASR, especially at the early stage of this virus infection. In addition, it can also provide the precious time for the combined use of other anti-SARS–CoV agents such as antiviral drug and vaccine."
13tc3loo,"[Image: see text] Tremendous effort has been given to the development of diagnostic tests, preventive vaccines, and therapeutic medicines for coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Much of this development has been based on the reference genome collected on January 5, 2020. Based on the genotyping of 15 140 genome samples collected up to June 1, 2020, we report that SARS-CoV-2 has undergone 8309 single mutations which can be clustered into six subtypes. We introduce mutation ratio and mutation h-index to characterize the protein conservativeness and unveil that SARS-CoV-2 envelope protein, main protease, and endoribonuclease protein are relatively conservative, while SARS-CoV-2 nucleocapsid protein, spike protein, and papain-like protease are relatively nonconservative. In particular, we have identified mutations on 40% of nucleotides in the nucleocapsid gene in the population level, signaling potential impacts on the ongoing development of COVID-19 diagnosis, vaccines, and antibody and small-molecular drugs."
1mmqfp7g,"Abstract The recent outbreak of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in December 2019 raised global health concerns. The viral 3-chymotrypsin-like cysteine protease (3CLpro) enzyme controls coronavirus replication and is essential for its life cycle. 3CLpro is a proven drug discovery target in the case of severe acute respiratory syndrome coronavirus (SARS-CoV) and middle east respiratory syndrome coronavirus (MERS-CoV). Recent studies revealed that the genome sequence of SARS-CoV-2 is very similar to that of SARS-CoV. Therefore, herein, we analysed the 3CLpro sequence, constructed its 3D homology model, and screened it against a medicinal plant library containing 32,297 potential anti-viral phytochemicals/traditional Chinese medicinal compounds. Our analyses revealed that the top nine hits might serve as potential anti- SARS-CoV-2 lead molecules for further optimisation and drug development process to combat COVID-19."
0bz4micv,"We read with interest recent article by Zhang et al 1 on the diagnosis of Coronavirus disease 2019 (COVID-19) by fecal specimen test. Following the recent outbreak of pneumonia with unknown pathogen in Hubei province in China, a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) isolated from human airway epithelial cells and the disease was named COVID-19.2 It is a public health emergency of international concern and rapidly spearing all over the world.3 This article is protected by copyright. All rights reserved."
1xnfkbxu,"BACKGROUND: Coronavirus disease 2019 (COVID-19) causes a range of illness severity. Mild illness has been reported, but whether illness severity correlates with infectivity is unknown. We describe the public health investigation of a mildly ill, non-hospitalized COVID-19 case who traveled to China. METHODS: The case was a Maricopa County resident with multiple severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-positive specimens collected on January 22, 2020. Contacts were persons exposed to the case on or after the day before case diagnostic specimen collection. Contacts were monitored for 14 days after last known exposure. High-risk contacts had close, prolonged case contact (≥10 minutes within 2 meters). Medium-risk contacts wore all U.S. Centers for Disease Control and Prevention (CDC)-recommended personal protective equipment during interactions. Nasopharyngeal and oropharyngeal (NP/OP) specimens were collected from the case and high-risk contacts and tested for SARS-CoV-2. RESULTS: Paired case NP/OP specimens were collected for SARS-CoV-2 testing at 11 time points. In 8 pairs (73%), ≥1 specimen tested positive or indeterminate, and in 3 pairs (27%) both tested negative. Specimens collected 18 days after diagnosis tested positive. Sixteen contacts were identified; 11 (69%) had high-risk exposure, including 1 intimate contact, and 5 (31%) had medium-risk exposure. In total, 35 high-risk contact NP/OP specimens were collected for SARS-CoV-2 testing; all 35 pairs (100%) tested negative. CONCLUSIONS: This report demonstrates that SARS-CoV-2 infection can cause mild illness and result in positive tests for up to 18 days after diagnosis, without evidence of transmission to close contacts. These data might inform public health strategies to manage individuals with asymptomatic infection or mild illness."
1abupl36,"Following the introduction of unprecedented “stay-at-home” national policies, the COVID-19 pandemic recently started declining in Europe. Our research aims were to characterize the changepoint in the flow of the COVID-19 epidemic in each European country and to evaluate the association of the level of social distancing with the observed decline in the national epidemics. Interrupted time series analyses were conducted in 28 European countries. Social distance index was calculated based on Google Community Mobility Reports. Changepoints were estimated by threshold regression, national findings were analyzed by Poisson regression, and the effect of social distancing in mixed effects Poisson regression model. Our findings identified the most probable changepoints in 28 European countries. Before changepoint, incidence of new COVID-19 cases grew by 24% per day on average. From the changepoint, this growth rate was reduced to 0.9%, 0.3% increase, and to 0.7% and 1.7% decrease by increasing social distancing quartiles. The beneficial effect of higher social distance quartiles (i.e., turning the increase into decline) was statistically significant for the fourth quartile. Notably, many countries in lower quartiles also achieved a flat epidemic curve. In these countries, other plausible COVID-19 containment measures could contribute to controlling the first wave of the disease. The association of social distance quartiles with viral spread could also be hindered by local bottlenecks in infection control. Our results allow for moderate optimism related to the gradual lifting of social distance measures in the general population, and call for specific attention to the protection of focal micro-societies enriching high-risk elderly subjects, including nursing homes and chronic care facilities."
0slywdik,"Abstract Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused a pandemic with millions of human infections. One limitation to the evaluation of potential therapies and vaccines to inhibit SARS-CoV-2 infection and ameliorate disease is the lack of susceptible small animals in large numbers. Commercially available laboratory strains of mice are not readily infected by SARS-CoV-2 because of species-specific differences in their angiotensin-converting enzyme 2 (ACE2) receptors. Here, we transduced replication-defective adenoviruses encoding human ACE2 via intranasal administration into BALB/c mice and established receptor expression in lung tissues. hACE2-transduced mice were productively infected with SARS-CoV-2, and this resulted in high viral titers in the lung, lung pathology, and weight loss. Passive transfer of a neutralizing monoclonal antibody reduced viral burden in the lung and mitigated inflammation and weight loss. The development of an accessible mouse model of SARS-CoV-2 infection and pathogenesis will expedite the testing and deployment of therapeutics and vaccines."
2530zdeq,"INTRODUCTION: In the current study, we evaluated factors that increase the coronavirus disease (COVID-19) patient death rate by analyzing the data from two cohort hospitals. In addition, we studied whether underlying neurological diseases are risk factors for death. METHODS: In this retrospective cohort study, we included 103 adult inpatients (aged ≥ 18 years). We evaluated differences in demographic data between surviving and non-surviving COVID-19 patients. RESULTS: In a multivariate logistic analysis, age and the presence of chronic lung disease and Alzheimer’s dementia (AD) were the only significant parameters for predicting COVID-19 non-survival (p < 0.05). However, hypertension, coronary vascular disease, dyslipidemia, chronic kidney disease, diabetes, and history of taking angiotensin II receptor blockers (ARBs) or angiotensin-converting enzyme (ACE) inhibitors, as well as nonsteroidal anti-inflammatory drugs (NSAIDs), were not significantly associated with the death of COVID-19 patients. The optimal cutoff value obtained from the maximum Youden index was 70 (sensitivity, 80.77%; specificity, 61.04%), and the odds ratio of non-survival increased 1.055 fold for every year of age. CONCLUSIONS: Clinicians should closely monitor and manage the symptoms of COVID-19 patients who are over the age of 70 years or have chronic lung disease or AD."
2kwfcgz9,"Abstract A novel approach modifying cells to express viral markers to elicit protective immunity responses (decoy cellular vaccination) in the prevention of COVID-19 disease is currently being explored. Our approach entails utilizing SARS-CoV-2 Spike antigen-expressing, non-replicating cells as carriers and presenters of immunogenic antigens, so called “I-cells”. By using irradiated cells as presenting vehicles of SARS-CoV-2 viral antigens(s) in a cellular context, these presented viral proteins can be recognized by the host immune system, thus, an efficient protective immune response might be elicited. Another advantage of this strategy is that the manufacturing process is scalable and yields uniform cell products allowing for “off-the-shelf” frozen supply availability. To prevent engraftment and proliferation of the cells after administration, the cells will be irradiated post-harvesting abolishing in vivo replication potential. Specifically, immunoreactive Spike-1 proteins from SARS-CoV-2 are expressed on the surface of irradiated target I-cells. Utilizing this innovative strategy, these viral antigen-displaying decoy cells will be developed as a vaccine to protect against COVID-19 disease."
16fzqskz,"The world is currently dominated by the Corona Virus Disease 2019 (COVID-19) pandemic. Besides the obvious concerns about limitation of virus spread and providing the best possible care to infected patients, a concomitant concern has now arisen in view of a putative link between the use of certain drugs, such as Renin-Angiotensin System (RAS) inhibitors and ibuprofen, and an increased risk for COVID-19 infection. We here discuss this concern in relation to headache treatment and conclude that, based on current evidence, there is no reason to abandon treatment of headache patients with RAS inhibitors or ibuprofen."
11es4w0u,"Abstract Background At present, coronavirus disease 2019 (COVID-19) has spread in many countries. We conducted this study to help paediatricians To help pediatricians understand the conditions of COVID-19 in children, we conducted this study. Methods We retrospectively summarized the characteristics, treatment and outcomes of pediatric cases in Wuhan children's hospital which was the only designated hospital for children with COVID-19 in Hubei Province. A Cox proportional hazards regression analysis was used to evaluate factors associated with clinical outcomes. Results As of February 29, 75 children had been discharged, of which only one was has severe pneumonia and one was critical cases. Children younger than 2 years were more susceptible to COVID-19. All patients have received interferon-α nebulization, and eight cases including the severe and critical cases were co-administrated ribavirin. Five patients with mild pneumonia were given arbidol. Twenty-three patients were given traditional Chinese medicine (TCM). The average length of stay (LOS) and the time of SARS-CoV-2 clearance were 10.57 and 6.39 days, respectively. None of the factors was associated with LOS or time of SARS-CoV-2 clearance. Conclusions The severity of COVID-19 in pediatric cases were milder than adults. The efficacy of the antiviral therapy in children with COVID-19 remains to be evaluated."
22y5ewq6,"The epidemic of coronavirus disease 2019 (COVID-19) broke out in Wuhan, China, in December 2019 and rapidly spread across the world. In order to counter this epidemic, several countries put in place different restrictive measures, such as the school’s closure and a total lockdown. However, as the knowledge on the disease progresses, clinical evidence showed that children mainly have asymptomatic or mild disease and it has been suggested that they are also less likely to spread the virus. Moreover, the lockdown and the school closure could have negative consequences on children, affecting their social life, their education and their mental health. As many countries have already entered or are planning a phase of gradual lifting of the containment measures of social distancing, it seems plausible that the re-opening of nursery schools and primary schools could be considered a policy to be implemented at an early stage of recovery efforts, putting in place measures to do it safely, such as the maintenance of social distance, the reorganisation of classes into smaller groups, the provision of adequate sanitization of spaces, furniture and toys, the prompt identification of cases in the school environment and their tracing. Therefore, policy makers have the task of balancing pros and cons of the school re-opening strategy, taking into account psychological, educational and social consequences for children and their families. Another issue to be considered is represented by socio-economic disparities and inequalities which could be amplified by school’s closure."
0oxo2awm,"Summary Introduction: COVID-19 is an unprecedented challenge for physicians and scientists. Several publicized drugs are being used with not much evidence of their efficacy such as hydroxychloroquine, azithromycin or lopinavir-ritonavir. Yet, the cardiac safety of these drugs in COVID-19 deserves scrutiny as they are known to foster cardiac adverse ADRs, notably QTc interval prolongation on the electrocardiogram and its arrhythmogenic consequences. Methods: Since March 27th, 2020, the French Pharmacovigilance Network directed all cardiac adverse drug reactions associated with “off-label” use of hydroxychloroquine, azithromycin and lopinavir-ritonavir in COVID-19 to the Nice Regional Center of Pharmacovigilance. Each Regional Center of Pharmacovigilance first assessed causality of drugs. We performed a specific analysis of these cardiac adverse drug reactions amidst an array of risk factors, reassessed the electrocardiograms and estimated their incidence in coronavirus-disease-2019. Results: In one month, 120 reports of cardiac adverse drug reactions have been notified, 102 of which associated with hydroxychloroquine alone (85%), or associated with azithromycin (60%). Their estimated incidence is 0.77% to 1.54% of all patients, notwithstanding strong underreporting. Lopinavir-ritonavir came third with 17 reports (14%) and chloroquine fourth with 3 reports (2.5%). There were 8 sudden, unexplained or aborted deaths (7%), 8 ventricular arrhythmias (7 %), 90 reports of prolonged QTc (75%) most of them “serious” (64%), 48 of which proved ≥ 500 ms, 20 reports of severe conduction disorders (17%) and 5 reports of other cardiac causes (4%). Six reports derived from automedication. Discussion and conclusion: “Off-label” use of treatments in COVID-19 increases the risk of cardiac ADRs, some of them avoidable. Even if these drugs are perceived as familiar, they are used in patients with added risk factors caused by infection. Precautions should be taken to mitigate the risk, even if they will be proven efficacious."
0z8x6v04,"BACKGROUND: The spread of Coronavirus Disease 2019 (COVID-19) across the United States confirms that not all Americans are equally at risk of infection, severe disease, or mortality. A range of intersecting biological, demographic, and socioeconomic factors are likely to determine an individual’s susceptibility to COVID-19. These factors vary significantly across counties in the United States, and often reflect the structural inequities in our society. Recognizing this vast inter-county variation in risks will be critical to mounting an adequate response strategy. METHODS AND FINDINGS: Using publicly available county-specific data we identified key biological, demographic, and socioeconomic factors influencing susceptibility to COVID-19, guided by international experiences and consideration of epidemiological parameters of importance. We created bivariate county-level maps to summarize examples of key relationships across these categories, grouping age and poverty; comorbidities and lack of health insurance; proximity, density and bed capacity; and race and ethnicity, and premature death. We have also made available an interactive online tool that allows public health officials to query risk factors most relevant to their local context. Our data demonstrate significant inter-county variation in key epidemiological risk factors, with a clustering of counties in certain states, which will result in an increased demand on their public health system. While the East and West coast cities are particularly vulnerable owing to their densities (and travel routes), a large number of counties in the Southeastern states have a high proportion of at-risk populations, with high levels of poverty, comorbidities, and premature death at baseline, and low levels of health insurance coverage. The list of variables we have examined is by no means comprehensive, and several of them are interrelated and magnify underlying vulnerabilities. The online tool allows readers to explore additional combinations of risk factors, set categorical thresholds for each covariate, and filter counties above different population thresholds. CONCLUSION: COVID-19 responses and decision making in the United States remain decentralized. Both the federal and state governments will benefit from recognizing high intra-state, inter-county variation in population risks and response capacity. Many of the factors that are likely to exacerbate the burden of COVID-19 and the demand on healthcare systems are the compounded result of long-standing structural inequalities in US society. Strategies to protect those in the most vulnerable counties will require urgent measures to better support communities’ attempts at social distancing and to accelerate cooperation across jurisdictions to supply personnel and equipment to counties that will experience high demand."
0b14ocyt,"Severe COVID‐19 causes cytokine release syndrome and is associated with high mortality. In this retrospective case series, all patients diagnosed with COVID‐19 by semi quantitative RT‐PCR and hyperinflammatory markers were treated with tocilizumab. The use of tocilizumab was associated with rapid apyrexia, improvement of respiratory, biological parameters and short length of hospitalization (11 days). Moreover, no adverse effect attributed to the treatment was noticed. Tocilizumab seems to be a promising and safe therapy in severe patients. This article is protected by copyright. All rights reserved."
90q4py0j,"BACKGROUND: The coronavirus disease 2019 (Covid-19) outbreak is evolving rapidly worldwide. OBJECTIVE: To evaluate the risk of serious adverse outcomes in patients with coronavirus disease 2019 (Covid-19) by stratifying the comorbidity status. METHODS: We analysed the data from 1590 laboratory-confirmed hospitalised patients 575 hospitals in 31 province/autonomous regions/provincial municipalities across mainland China between December 11(th), 2019 and January 31(st), 2020. We analyse the composite endpoints, which consisted of admission to intensive care unit, or invasive ventilation, or death. The risk of reaching to the composite endpoints was compared according to the presence and number of comorbidities. RESULTS: The mean age was 48.9 years. 686 patients (42.7%) were females. Severe cases accounted for 16.0% of the study population. 131 (8.2%) patients reached to the composite endpoints. 399 (25.1%) reported having at least one comorbidity. The most prevalent comorbidity was hypertension (16.9%), followed by diabetes (8.2%). 130 (8.2%) patients reported having two or more comorbidities. After adjusting for age and smoking status, COPD [hazards ratio (HR) 2.681, 95% confidence interval (95%CI) 1.424–5.048], diabetes (HR 1.59, 95%CI 1.03–2.45), hypertension (HR 1.58, 95%CI 1.07–2.32) and malignancy (HR 3.50, 95%CI 1.60–7.64) were risk factors of reaching to the composite endpoints. The HR was 1.79 (95%CI 1.16–2.77) among patients with at least one comorbidity and 2.59 (95%CI 1.61–4.17) among patients with two or more comorbidities. CONCLUSION: Among laboratory-confirmed cases of Covid-19, patients with any comorbidity yielded poorer clinical outcomes than those without. A greater number of comorbidities also correlated with poorer clinical outcomes."
582h1w0h,"It appears inevitable that severe acute respiratory syndrome coronavirus 2 will continue to spread. Although we still have limited information on the epidemiology of this virus, there have been multiple reports of superspreading events (SSEs), which are associated with both explosive growth early in an outbreak and sustained transmission in later stages. Although SSEs appear to be difficult to predict and therefore difficult to prevent, core public health actions can prevent and reduce the number and impact of SSEs. To prevent and control of SSEs, speed is essential. Prevention and mitigation of SSEs depends, first and foremost, on quickly recognizing and understanding these events, particularly within healthcare settings. Better understanding transmission dynamics associated with SSEs, identifying and mitigating high-risk settings, strict adherence to healthcare infection prevention and control measures, and timely implementation of nonpharmaceutical interventions can help prevent and control severe acute respiratory syndrome coronavirus 2, as well as future infectious disease outbreaks."
2boqg3tz,"We read with great interest the recent article ""Analysis of 92 deceased patients with COVID-19"" by Yang et al. published in the Journal of medical virology. The authors observed that 14 patients suffered renal injury after infection of SARS-CoV-2 in 92 deceased patients with coronavirus disease 2019 (COVID-19), although none of them had chronic renal insufficiency. This article is protected by copyright. All rights reserved."
28enxc5h,"The past 4 months, the emergence and spread of novel 2019 SARS-Cov-2 (COVID-19) has led to a global pandemic which is rapidly depleting supplies of personal protective equipment worldwide. There are currently over 1.6 million confirmed cases of COVID-19 worldwide which has resulted in more the 100,000 deaths. As these numbers grow daily, hospitals are being forced to reuse surgical masks in hopes of conserving their dwindling supply. Since COVID-19 will most likely have effects that last for many months, our nationwide shortage of masks poses a long term issue that must be addressed immediately. Based on a previous study by Quan et al., a salt-based soaking strategy has been reported to enhance the filtration ability of surgical masks. We propose a similar soaking process which uses materials widely available in anyone's household. We tested this method of pretreating a variety of materials with a salt-based solution by a droplet test using fluorescently stained nanoparticles similar in size to the COVID-19 virus. Our results show that this filter significantly reduces the amount of penetration of these particles. This will allow for healthcare workers to create a disposable added layer of protection to their surgical masks, N95s, or homemade masks by using household available products."
75c4wvhq,"The COVID-19 pandemic has caused us all to stop our normal activities and consider how we can safely return to caring for our patients. There are many common practices (such as an increased use of personal protective equipment) which we are all familiar with that can be easily incorporated into our daily routines. Other actions, such as cleaning more surfaces with solutions such as dilute povidone iodine or changing the air filtration systems used within operating room theaters, may require more extensive efforts on our behalf. In this article, we have attempted to highlight some of the changes that arthroplasty surgeons may need to instigate when we are able to resume elective joint arthroplasty procedures in an effort to disrupt the chain of pathogen transfer."
3cr5x88g,"Coronavirus disease 2019 (COVID‐19) represents a significant global medical issue, with a growing number of cumulative confirmed cases. However, a large number of COVID‐19 patients have overcome the disease, meeting hospital discharge criteria, and are gradually returning to work and social life. Nonetheless, COVID‐19 may cause further downstream issues in these patients, such as due to possible reactivation of the virus, long‐term pulmonary defects, and post‐traumatic stress disorder. In this study, we therefore queried relevant literature concerning SARS, MERS, and COVID‐19 for reference to come to a consensus on follow‐up strategies. We found that strategies such as implementation of PCR testing, imaging surveillance, and psychological assessments, starting at the time of discharge, were necessary for long‐term follow‐up. If close care is given to every aspect of coronavirus management, we expect that the pandemic outbreak will soon be overcome. This article is protected by copyright. All rights reserved."
1i5arpf8,"Abstract The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) associated disease (COVID-19) outbreak seriously challenges globally all health care systems and professionals. Expert projections estimate that despite social distancing and lockdown being practiced, we have yet to feel the full impact of COVID-19. In this manuscript we provide guidance to prepare for the impact of COVID-19 pandemic on breast cancer patients and advise on how to triage, prioritize and organize diagnostic procedures, surgical, radiation and medical treatments."
2j4z5rp8,"Strategies for containing an emerging infectious disease outbreak must be non-pharmaceutical when drugs or vaccines for the pathogen do not yet exist or are unavailable. The success of these non-pharmaceutical strategies will depend not only on the effectiveness of quarantine or other isolation measures but also on the epidemiological characteristics of the infection. However, there is currently no systematic framework to assess the relationship between different containment strategies and the natural history and epidemiological dynamics of the pathogen. Here, we compare the effectiveness of quarantine and symptom monitoring, implemented via contact tracing, in controlling epidemics using an agent-based branching model. We examine the relationship between epidemic containment and the disease dynamics of symptoms and infectiousness for seven case study diseases with diverse natural histories including Ebola, Influenza A, and Severe Acute Respiratory Syndrome (SARS). We show that the comparative effectiveness of symptom monitoring and quarantine depends critically on the natural history of the infectious disease, its inherent transmissibility, and the intervention feasibility in the particular healthcare setting. The benefit of quarantine over symptom monitoring is generally maximized for fast-course diseases, but we show the conditions under which symptom monitoring alone can control certain outbreaks. This quantitative framework can guide policy-makers on how best to use non-pharmaceutical interventions to contain emerging outbreaks and prioritize research during an outbreak of a novel pathogen. Quarantine and symptom monitoring of contacts with suspected exposure to an infectious disease are key interventions for the control of emerging epidemics; however, there does not yet exist a quantitative framework for comparing the control performance of each. Here, we use a mathematical model of seven case study diseases to show how the choice of intervention is influenced by the natural history of the infectious disease, its inherent transmissibility, and the intervention feasibility in the particular healthcare setting. We use this information to identify the most important characteristics of the disease and setting that need to be characterized for an emerging pathogen in order to make an informed decision between quarantine and symptom monitoring."
1ru15s5a,"Sars-CoV-2 complications include pneumonia and acute respiratory distress syndrome (ARDS), which require intensive care unit admission. These conditions have rapidly overwhelmed healthcare systems, with detrimental effects on the quality of care and increased mortality. Social isolation strategies have been implemented worldwide with the aim of reducing hospital pressure. Among therapeutic strategies, the use of immunomodulating drugs, to improve prognosis, seems promising. Particularly, since pneumonia and ARDS are associated with a cytokine storm, drugs belonging to therapeutic classes as anti-IL-6, anti-TNF, and JAK inhibitors are currently studied. In this article, we discuss the potential advantages of the most promising pharmacological approaches."
043w3zgy,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has rapidly become a global health pandemic. The lack of effective treatments, coupled with its etiology, has resulted in more than 400,000 deaths at the time of writing. The SARS-CoV-2 genome is highly homologous to that of SARS-CoV, the causative agent behind the 2003 SARS outbreak. Based on prior reports, clinicians have pursued the off-label use of several antiviral drugs, while the scientific community has responded by seeking agents against traditional targets, especially viral proteases. However, several avenues remain unexplored, including disrupting E and M protein oligomerization, outcompeting host glycan–virus interactions, interfering with the heparan sulfate proteoglycans–virus interaction, and others. In this review, we highlight some of these opportunities while summarizing the drugs current in use against coronavirus 2019 (COVID-19)."
0m5mc320,"The COVID-19 pandemic is a serious and global public health concern. It is now well known that COVID-19 cases may result in mild symptoms leading to patient recovery. However, severity of infection, fatality rates, and treatment responses across different countries, age groups, and demographic groups suggest that the nature of infection is diverse, and a timely investigation of the same is needed for evolving sound treatment and preventive strategies. This paper reports an the analysis of age distribution patterns in six groups of Indian COVID-19 patient populations based on their likely geographical origin of infection viz. the United Kingdom, North America, the European Union, the Middle East, and Asian countries. It was observed that patient groups stratified in this way had a distinct age profile and that some of these groups e.g. patient groups from Asia, the European Union, and the United Kingdom formed a different cluster than those from North America, the Middle East, and other regions. Patient age profiles of a population were found to be highly predictive of the group they belong to, and there are indications of their distinct recovery and fatality rates across gender. Altogether this study provides a scalable framework to estimate the source of infection in a new population of COVID-19 patients with unknown origin. It is also concluded that greater public availability of age and other demographic profile details of patients may be helpful in gaining robust insights into COVID-19 infection origins. Datasets and scripts used in this work are shared at http://covid.sciwhylab.org."
05zmldvj,"The COVID-19 outbreak has a tremendous impact on global health and the daily life of people still living in more than two hundred countries. The crucial action to gain the force in the fight of COVID-19 is to have powerful monitoring of the site forming infected patients. Most of the initial tests rely on detecting the genetic material of the coronavirus, and they have a poor detection rate with the time-consuming operation. In the ongoing process, radiological imaging is also preferred where chest X-rays are highlighted in the diagnosis. Early studies express the patients with an abnormality in chest X-rays pointing to the presence of the COVID-19. On this motivation, there are several studies cover the deep learning-based solutions to detect the COVID-19 using chest X-rays. A part of the existing studies use non-public datasets, others perform on complicated Artificial Intelligent (AI) structures. In our study, we demonstrate an AI-based structure to outperform the existing studies. The SqueezeNet that comes forward with its light network design is tuned for the COVID-19 diagnosis with Bayesian optimization additive. Fine-tuned hyperparameters and augmented dataset make the proposed network perform much better than existing network designs and to obtain a higher COVID-19 diagnosis accuracy."
6vln3erl,"We predict and analyze the drying time of respiratory droplets from a COVID-19 infected subject, which is a crucial time to infect another subject. Drying of the droplet is predicted by using a diffusion-limited evaporation model for a sessile droplet placed on a partially wetted surface with a pinned contact line. The variation in droplet volume, contact angle, ambient temperature, and humidity are considered. We analyze the chances of the survival of the virus present in the droplet based on the lifetime of the droplets under several conditions and find that the chances of the survival of the virus are strongly affected by each of these parameters. The magnitude of shear stress inside the droplet computed using the model is not large enough to obliterate the virus. We also explore the relationship between the drying time of a droplet and the growth rate of the spread of COVID-19 in five different cities and find that they are weakly correlated."
